epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,mse,mae
1,131.45264752482024,0.5055842702867279,0.6719894837325727,2618.269222743075,0.46623146533966064,0.32961487770080566
2,131.10144989255448,0.4723631436346282,0.47997141136250027,2612.101707458496,0.49109023809432983,0.32875558733940125
3,130.75802564620972,0.4660184383392334,0.47432698624234804,2605.3657674117826,0.47662800550460815,0.3310818672180176
4,130.37158144695658,0.46075682237114707,0.47687858930775817,2597.739575238295,0.49390214681625366,0.3369966447353363
5,129.96198349267664,0.4549845891519332,0.4595001375591251,2589.6804407146615,0.49693548679351807,0.3308776021003723
6,129.3805078620642,0.44987496828109447,0.42437835079683384,2578.18824751948,0.48721083998680115,0.335250586271286
7,129.06722404251636,0.44539968270651054,0.38579197941531596,2572.050638010804,0.4897092580795288,0.33534613251686096
8,128.4354651511555,0.4407699694725829,0.35483811732748866,2559.5390095777916,0.49337705969810486,0.3365500271320343
9,128.10906657870387,0.4376238674764902,0.3330915005693973,2553.0957115871806,0.4945050776004791,0.3447360694408417
10,127.63905555765393,0.43268903292400734,0.31289664855305577,2543.8143855350118,0.49563923478126526,0.3429308831691742
11,127.13039747426208,0.4280523123665595,0.29463701957548166,2533.7522247744278,0.4951212406158447,0.34544461965560913
