segment_a,segment_b,cosine
0,1,0.829510509967804
0,2,0.5970900654792786
0,3,0.4645054042339325
0,4,0.41417405009269714
0,5,0.36035555601119995
0,6,0.3494931757450104
0,7,0.33614104986190796
0,8,0.36052262783050537
0,9,0.3967335820198059
0,10,0.474053293466568
0,11,0.538783848285675
0,12,0.5514324903488159
0,13,0.5291603207588196
0,14,0.5089370012283325
1,2,0.9162894487380981
1,3,0.8317694664001465
1,4,0.7945748567581177
1,5,0.750393271446228
1,6,0.737943172454834
1,7,0.722583532333374
1,8,0.7355964779853821
1,9,0.7545332312583923
1,10,0.8049206733703613
1,11,0.8420602679252625
1,12,0.8591087460517883
1,13,0.8528071641921997
1,14,0.8464148044586182
2,3,0.9775316119194031
2,4,0.9569613933563232
2,5,0.9295828342437744
2,6,0.9164286255836487
2,7,0.9025338292121887
2,8,0.9004949331283569
2,9,0.9012163281440735
2,10,0.9120423793792725
2,11,0.9156674146652222
2,12,0.9360759258270264
2,13,0.9479034543037415
2,14,0.9575706124305725
3,4,0.9938940405845642
3,5,0.981106698513031
3,6,0.9707069993019104
3,7,0.9587758779525757
3,8,0.9501897096633911
3,9,0.9418985843658447
3,10,0.9314807653427124
3,11,0.9174842834472656
3,12,0.9320882558822632
3,13,0.9484997987747192
3,14,0.962726891040802
4,5,0.9941397309303284
4,6,0.9879387021064758
4,7,0.9787349700927734
4,8,0.9692713618278503
4,9,0.959592342376709
4,10,0.9422324299812317
4,11,0.9229744076728821
4,12,0.9319881200790405
4,13,0.946808934211731
4,14,0.9592276215553284
5,6,0.99729984998703
5,7,0.9923810958862305
5,8,0.9840261340141296
5,9,0.972955048084259
5,10,0.9494768381118774
5,11,0.9243965148925781
5,12,0.9290603995323181
5,13,0.9422861933708191
5,14,0.9523257613182068
6,7,0.9972957968711853
6,8,0.991821825504303
6,9,0.9825399518013
6,10,0.9599521160125732
6,11,0.9340634346008301
6,12,0.935259222984314
6,13,0.9452503323554993
6,14,0.9518356323242188
7,8,0.9959290027618408
7,9,0.9880731701850891
7,10,0.9649204611778259
7,11,0.9381054043769836
7,12,0.9364608526229858
7,13,0.9439207911491394
7,14,0.9474126696586609
8,9,0.9964086413383484
8,10,0.9801720380783081
8,11,0.9571995139122009
8,12,0.9532983303070068
8,13,0.9565653800964355
8,14,0.9543204307556152
9,10,0.9910138249397278
9,11,0.9735402464866638
9,12,0.9684239625930786
9,13,0.9682320356369019
9,14,0.9611534476280212
10,11,0.9937577843666077
10,12,0.9889167547225952
10,13,0.9836511611938477
10,14,0.9704239964485168
11,12,0.9954841732978821
11,13,0.9863311648368835
11,14,0.9694828391075134
12,13,0.9954307675361633
12,14,0.9840788245201111
13,14,0.9944247007369995
